obs_id,alt_id,CHOICE,travel_time_hrs,headway_hrs,travel_cost_hundreth
597,1,0,2.333333333,2,0
597,2,1,1.15,0.333333333,0
597,3,0,1.2,0,0.48
598,1,0,2,1,0
598,2,1,1.15,0.166666667,0
598,3,0,1.95,0,0.78
599,1,0,2,2,0
599,2,1,1.15,0.5,0
599,3,0,1.2,0,0.78
600,1,0,1.833333333,1,0
600,2,1,1.15,0.333333333,0
600,3,0,1.95,0,0.6
601,1,1,1.833333333,1,0
601,2,0,1.083333333,0.166666667,0
601,3,0,1.5,0,0.48
602,1,0,1.833333333,2,0
602,2,1,1.033333333,0.333333333,0
602,3,0,1.5,0,0.78
603,1,0,2,0.5,0
603,2,1,1.15,0.333333333,0
603,3,0,1.5,0,0.78
604,1,0,2.45,2,0
604,2,1,1.166666667,0.5,0
604,3,0,1,0,0.35
605,1,0,1.933333333,2,0
605,2,0,1.216666667,0.5,0
605,3,1,1.3,0,0.28
606,1,0,2.45,2,0
606,2,0,1.283333333,0.333333333,0
606,3,1,0.8,0,0.28
607,1,0,2.1,1,0
607,2,1,1.283333333,0.166666667,0
607,3,0,1.3,0,0.45
608,1,0,2.1,2,0
608,2,1,1.283333333,0.5,0
608,3,0,0.8,0,0.45
609,1,0,1.933333333,1,0
609,2,0,1.283333333,0.333333333,0
609,3,1,1.3,0,0.35
610,1,0,1.933333333,1,0
610,2,0,1.216666667,0.166666667,0
610,3,1,1,0,0.28
611,1,0,1.933333333,2,0
611,2,0,1.166666667,0.333333333,0
611,3,1,1,0,0.45
612,1,0,2.1,0.5,0
612,2,0,1.283333333,0.333333333,0
612,3,1,1,0,0.45
613,1,0,3.366666667,2,0
613,2,1,1.883333333,0.5,0
613,3,0,2.5,0,2.4
614,1,0,3.366666667,2,0
614,2,1,2,0.333333333,0
614,3,0,2,0,1.92
615,1,0,2.583333333,2,0
615,2,1,1.933333333,0.5,0
615,3,0,3.25,0,1.92
616,1,0,2.85,1,0
616,2,1,2,0.166666667,0
616,3,0,3.25,0,3.12
617,1,0,2.85,2,0
617,2,1,2,0.5,0
617,3,0,2,0,3.12
618,1,0,2.583333333,1,0
618,2,1,1.933333333,0.166666667,0
618,3,0,2.5,0,1.92
619,1,0,2.583333333,1,0
619,2,1,2,0.333333333,0
619,3,0,3.25,0,2.4
620,1,0,2.583333333,2,0
620,2,1,1.883333333,0.333333333,0
620,3,0,2.5,0,3.12
621,1,0,2.85,0.5,0
621,2,1,2,0.333333333,0
621,3,0,2.5,0,3.12
622,1,0,1.933333333,2,0
622,2,1,0.733333333,0.5,0
622,3,0,1,0,0.5
623,1,1,1.583333333,2,0
623,2,0,0.783333333,0.5,0
623,3,0,1.3,0,0.4
624,1,0,1.933333333,2,0
624,2,0,0.85,0.333333333,0
624,3,1,0.8,0,0.4
625,1,0,1.7,1,0
625,2,1,0.85,0.166666667,0
625,3,0,1.3,0,0.65
626,1,0,1.7,2,0
626,2,1,0.85,0.5,0
626,3,0,0.8,0,0.65
627,1,0,1.583333333,1,0
627,2,1,0.85,0.333333333,0
627,3,0,1.3,0,0.5
628,1,0,1.583333333,1,0
628,2,1,0.783333333,0.166666667,0
628,3,0,1,0,0.4
629,1,0,1.583333333,2,0
629,2,1,0.733333333,0.333333333,0
629,3,0,1,0,0.65
630,1,0,1.7,0.5,0
630,2,0,0.85,0.333333333,0
630,3,1,1,0,0.65
631,1,0,2.95,2,0
631,2,1,1.066666667,0.333333333,0
631,3,0,2.383333333,0,0.95
632,1,0,2.7,0.5,0
632,2,1,0.966666667,0.166666667,0
632,3,0,2.383333333,0,1.23
633,1,0,3.466666667,1,0
633,2,1,1.2,0.5,0
633,3,0,2.383333333,0,0.76
634,1,0,2.7,0.5,0
634,2,1,1.066666667,0.333333333,0
634,3,0,1.466666667,0,0.76
635,1,0,3.466666667,1,0
635,2,1,1.066666667,0.333333333,0
635,3,0,1.833333333,0,1.23
636,1,0,2.95,2,0
636,2,1,0.966666667,0.166666667,0
636,3,0,1.833333333,0,0.76
637,1,0,2.7,2,0
637,2,1,1.2,0.166666667,0
637,3,0,1.466666667,0,0.95
638,1,0,2.7,0.5,0
638,2,1,1.2,0.5,0
638,3,0,1.833333333,0,0.95
639,1,1,3.466666667,1,0
639,2,0,0.966666667,0.166666667,0
639,3,0,1.466666667,0,0.95
640,1,0,2.116666667,2,0
640,2,1,1.3,0.333333333,0
640,3,0,2.166666667,0,1.44
641,1,0,1.966666667,0.5,0
641,2,1,1.25,0.166666667,0
641,3,0,2.166666667,0,1.87
642,1,0,2.416666667,1,0
642,2,1,1.366666667,0.5,0
642,3,0,2.166666667,0,1.15
643,1,0,1.966666667,0.5,0
643,2,1,1.3,0.333333333,0
643,3,0,1.333333333,0,1.15
644,1,0,2.416666667,1,0
644,2,1,1.3,0.333333333,0
644,3,0,1.666666667,0,1.87
645,1,0,2.116666667,2,0
645,2,1,1.25,0.166666667,0
645,3,0,1.666666667,0,1.15
646,1,0,1.966666667,2,0
646,2,1,1.366666667,0.166666667,0
646,3,0,1.333333333,0,1.44
647,1,0,1.966666667,0.5,0
647,2,1,1.366666667,0.5,0
647,3,0,1.666666667,0,1.44
648,1,0,2.416666667,1,0
648,2,1,1.25,0.166666667,0
648,3,0,1.333333333,0,1.44
649,1,0,1.516666667,2,0
649,2,1,0.633333333,0.333333333,0
650,1,0,1.383333333,0.5,0
650,2,1,0.583333333,0.166666667,0
651,1,0,1.8,1,0
651,2,1,0.7,0.5,0
652,1,0,1.383333333,0.5,0
652,2,1,0.633333333,0.333333333,0
653,1,0,1.8,1,0
653,2,1,0.633333333,0.333333333,0
654,1,0,1.516666667,2,0
654,2,1,0.583333333,0.166666667,0
655,1,0,1.383333333,2,0
655,2,1,0.7,0.166666667,0
656,1,0,1.383333333,0.5,0
656,2,1,0.7,0.5,0
657,1,0,1.8,1,0
657,2,1,0.583333333,0.166666667,0
658,1,0,1.7,2,0
658,2,1,0.466666667,0.5,0
658,3,0,1.833333333,0,0.5
659,1,0,1.3,2,0
659,2,1,0.516666667,0.5,0
659,3,0,2.383333333,0,0.4
660,1,0,1.7,2,0
660,2,1,0.583333333,0.333333333,0
660,3,0,1.466666667,0,0.4
661,1,0,1.433333333,1,0
661,2,1,0.583333333,0.166666667,0
661,3,0,2.383333333,0,0.65
662,1,0,1.433333333,2,0
662,2,1,0.583333333,0.5,0
662,3,0,1.466666667,0,0.65
663,1,1,1.3,1,0
663,2,0,0.583333333,0.333333333,0
663,3,0,2.383333333,0,0.5
664,1,1,1.3,1,0
664,2,0,0.516666667,0.166666667,0
664,3,0,1.833333333,0,0.4
665,1,0,1.3,2,0
665,2,1,0.466666667,0.333333333,0
665,3,0,1.833333333,0,0.65
666,1,1,1.433333333,0.5,0
666,2,0,0.583333333,0.333333333,0
666,3,0,1.833333333,0,0.65
667,1,0,1.633333333,2,0
667,2,1,1.45,0.333333333,0
667,3,0,2.6,0,0.5
668,1,0,1.916666667,1,0
668,2,1,1.483333333,0.5,0
668,3,0,2.6,0,0.4
669,1,0,1.5,0.5,0
669,2,1,1.416666667,0.166666667,0
669,3,0,2.6,0,0.65
670,1,0,1.5,0.5,0
670,2,1,1.45,0.333333333,0
670,3,0,1.6,0,0.4
671,1,0,1.916666667,1,0
671,2,1,1.45,0.333333333,0
671,3,0,2,0,0.65
672,1,0,1.633333333,2,0
672,2,1,1.416666667,0.166666667,0
672,3,0,2,0,0.4
673,1,0,1.5,2,0
673,2,1,1.483333333,0.166666667,0
673,3,0,1.6,0,0.5
674,1,0,1.916666667,1,0
674,2,1,1.416666667,0.166666667,0
674,3,0,1.6,0,0.5
675,1,1,1.5,0.5,0
675,2,0,1.483333333,0.5,0
675,3,0,2,0,0.5
676,1,0,1.033333333,2,0
676,2,1,0.716666667,0.333333333,0
677,1,0,0.95,0.5,0
677,2,1,0.683333333,0.166666667,0
678,1,1,1.2,1,0
678,2,0,0.766666667,0.5,0
679,1,0,0.95,0.5,0
679,2,1,0.716666667,0.333333333,0
680,1,0,1.2,1,0
680,2,1,0.716666667,0.333333333,0
681,1,0,1.033333333,2,0
681,2,1,0.683333333,0.166666667,0
682,1,0,0.95,2,0
682,2,1,0.766666667,0.166666667,0
683,1,0,0.95,0.5,0
683,2,1,0.766666667,0.5,0
684,1,0,1.2,1,0
684,2,1,0.683333333,0.166666667,0
685,1,0,2.1,2,0
685,2,1,1.183333333,0.333333333,0
685,3,0,1.95,0,0.65
686,1,0,2.45,1,0
686,2,1,1.25,0.5,0
686,3,0,1.95,0,0.52
687,1,0,1.916666667,0.5,0
687,2,1,1.133333333,0.166666667,0
687,3,0,1.95,0,0.84
688,1,1,1.916666667,0.5,0
688,2,0,1.183333333,0.333333333,0
688,3,0,1.2,0,0.52
689,1,0,2.45,1,0
689,2,1,1.183333333,0.333333333,0
689,3,0,1.5,0,0.84
690,1,0,1.916666667,2,0
690,2,1,1.25,0.166666667,0
690,3,0,1.2,0,0.65
691,1,0,2.1,2,0
691,2,1,1.133333333,0.166666667,0
691,3,0,1.5,0,0.52
692,1,0,2.45,1,0
692,2,1,1.133333333,0.166666667,0
692,3,0,1.2,0,0.65
693,1,0,1.916666667,0.5,0
693,2,1,1.25,0.5,0
693,3,0,1.5,0,0.65
694,1,0,2.25,2,0
694,2,1,0.95,0.5,0
695,1,0,1.75,2,0
695,2,1,1,0.5,0
696,1,0,2.25,2,0
696,2,1,1.066666667,0.333333333,0
697,1,0,1.916666667,1,0
697,2,1,1.066666667,0.166666667,0
698,1,0,1.916666667,2,0
698,2,1,1.066666667,0.5,0
699,1,0,1.75,1,0
699,2,1,1.066666667,0.333333333,0
700,1,0,1.75,1,0
700,2,1,1,0.166666667,0
701,1,0,1.75,2,0
701,2,1,0.95,0.333333333,0
702,1,0,1.916666667,0.5,0
702,2,1,1.066666667,0.333333333,0
703,1,0,2.033333333,2,0
703,2,1,1.3,0.5,0
703,3,0,1.333333333,0,0.8
704,1,0,2.033333333,2,0
704,2,1,1.366666667,0.333333333,0
704,3,0,1.066666667,0,0.64
705,1,0,1.583333333,2,0
705,2,1,1.333333333,0.5,0
705,3,0,1.733333333,0,0.64
706,1,0,1.733333333,1,0
706,2,1,1.366666667,0.166666667,0
706,3,0,1.733333333,0,1.04
707,1,0,1.733333333,2,0
707,2,1,1.366666667,0.5,0
707,3,0,1.066666667,0,1.04
708,1,0,1.583333333,1,0
708,2,1,1.333333333,0.166666667,0
708,3,0,1.333333333,0,0.64
709,1,0,1.583333333,1,0
709,2,1,1.366666667,0.333333333,0
709,3,0,1.733333333,0,0.8
710,1,0,1.733333333,0.5,0
710,2,0,1.366666667,0.333333333,0
710,3,1,1.333333333,0,1.04
711,1,0,1.583333333,2,0
711,2,1,1.3,0.333333333,0
711,3,0,1.333333333,0,1.04
712,1,0,1.95,2,0.7
712,2,1,1.066666667,0.333333333,0.82
713,1,0,1.766666667,0.5,0.7
713,2,1,1.016666667,0.166666667,0.79
714,1,0,2.316666667,1,0.7
714,2,1,1.133333333,0.5,0.92
715,1,1,1.766666667,0.5,0.58
715,2,0,1.066666667,0.333333333,0.82
716,1,0,2.316666667,1,0.52
716,2,1,1.066666667,0.333333333,0.6
717,1,1,1.95,2,0.52
717,2,0,1.016666667,0.166666667,0.74
718,1,1,1.766666667,2,0.7
718,2,0,1.133333333,0.166666667,0.92
719,1,0,1.766666667,0.5,0.52
719,2,1,1.133333333,0.5,0.63
720,1,0,2.316666667,1,0.58
720,2,1,1.016666667,0.166666667,0.7
721,1,0,1.2,2,0
721,2,1,0.616666667,0.5,0
721,3,0,0.666666667,0,0.15
722,1,0,1.2,2,0
722,2,1,0.683333333,0.333333333,0
722,3,0,0.533333333,0,0.12
723,1,0,0.983333333,2,0
723,2,1,0.65,0.5,0
723,3,0,0.866666667,0,0.12
724,1,0,1.05,1,0
724,2,1,0.683333333,0.166666667,0
724,3,0,0.866666667,0,0.19
725,1,0,1.05,2,0
725,2,1,0.683333333,0.5,0
725,3,0,0.533333333,0,0.19
726,1,0,0.983333333,1,0
726,2,1,0.683333333,0.333333333,0
726,3,0,0.866666667,0,0.15
727,1,1,0.983333333,1,0
727,2,0,0.65,0.166666667,0
727,3,0,0.666666667,0,0.12
728,1,1,1.05,0.5,0
728,2,0,0.683333333,0.333333333,0
728,3,0,0.666666667,0,0.19
729,1,1,0.983333333,2,0
729,2,0,0.616666667,0.333333333,0
729,3,0,0.666666667,0,0.19
730,1,0,2.816666667,2,1
730,2,1,0.933333333,0.333333333,1.08
730,3,0,3.25,0,1.4
731,1,0,2.566666667,0.5,1
731,2,1,0.833333333,0.166666667,1
731,3,0,3.25,0,1.82
732,1,0,3.333333333,1,1
732,2,1,1.066666667,0.5,1.33
732,3,0,3.25,0,1.12
733,1,0,2.566666667,0.5,0.83
733,2,1,0.933333333,0.333333333,1.33
733,3,0,2,0,1.12
734,1,0,3.333333333,1,0.75
734,2,1,0.933333333,0.333333333,1
734,3,0,2.5,0,1.82
735,1,0,2.816666667,2,0.75
735,2,1,0.833333333,0.166666667,1.33
735,3,0,2.5,0,1.12
736,1,0,2.566666667,2,1
736,2,1,1.066666667,0.166666667,1.33
736,3,0,2,0,1.4
737,1,0,2.566666667,0.5,0.75
737,2,1,1.066666667,0.5,1.08
737,3,0,2.5,0,1.4
738,1,0,3.333333333,1,0.83
738,2,1,0.833333333,0.166666667,1.08
738,3,0,2,0,1.4
739,1,0,3.316666667,2,0
739,2,1,1.433333333,0.333333333,0
739,3,0,3.466666667,0,0.9
740,1,0,3.966666667,1,0
740,2,1,1.566666667,0.5,0
740,3,0,3.466666667,0,0.72
741,1,0,3,0.5,0
741,2,1,1.333333333,0.166666667,0
741,3,0,3.466666667,0,1.17
742,1,1,3,0.5,0
742,2,0,1.433333333,0.333333333,0
742,3,0,2.133333333,0,0.72
743,1,0,3.966666667,1,0
743,2,1,1.433333333,0.333333333,0
743,3,0,2.666666667,0,1.17
744,1,0,3,2,0
744,2,0,1.566666667,0.166666667,0
744,3,1,2.133333333,0,0.9
745,1,1,3.316666667,2,0
745,2,0,1.333333333,0.166666667,0
745,3,0,2.666666667,0,0.72
746,1,0,3,0.5,0
746,2,1,1.566666667,0.5,0
746,3,0,2.666666667,0,0.9
747,1,0,3.966666667,1,0
747,2,1,1.333333333,0.166666667,0
747,3,0,2.133333333,0,0.9
748,1,0,3.483333333,2,0
748,2,1,1.05,0.5,0
748,3,0,2.5,0,1
749,1,0,2.683333333,2,0
749,2,1,1.15,0.5,0
749,3,0,3.25,0,0.8
750,1,0,3.483333333,2,0
750,2,1,1.283333333,0.333333333,0
750,3,0,2,0,0.8
751,1,0,2.95,1,0
751,2,1,1.283333333,0.166666667,0
751,3,0,3.25,0,1.3
752,1,0,2.95,2,0
752,2,1,1.283333333,0.5,0
752,3,0,2,0,1.3
753,1,0,2.683333333,1,0
753,2,1,1.283333333,0.333333333,0
753,3,0,3.25,0,1
754,1,0,2.683333333,1,0
754,2,1,1.15,0.166666667,0
754,3,0,2.5,0,0.8
755,1,0,2.683333333,2,0
755,2,1,1.05,0.333333333,0
755,3,0,2.5,0,1.3
756,1,0,2.95,0.5,0
756,2,1,1.283333333,0.333333333,0
756,3,0,2.5,0,1.3
757,1,0,1.85,0.5,0
757,2,0,0.8,0.166666667,0
757,3,1,1,0,0.28
758,1,0,1.85,2,0
758,2,0,0.733333333,0.166666667,0
758,3,1,1.3,0,0.45
759,1,0,1.5,1,0
759,2,0,0.683333333,0.5,0
759,3,1,0.8,0,0.45
760,1,0,1.85,0.5,0
760,2,0,0.683333333,0.333333333,0
760,3,1,1.3,0,0.35
761,1,0,1.616666667,0.5,0
761,2,0,0.683333333,0.5,0
761,3,1,1.3,0,0.28
762,1,0,1.616666667,0.5,0
762,2,0,0.733333333,0.166666667,0
762,3,1,0.8,0,0.35
763,1,0,1.616666667,1,0
763,2,0,0.683333333,0.333333333,0
763,3,1,0.8,0,0.28
764,1,0,1.85,0.5,0
764,2,0,0.733333333,0.5,0
764,3,1,0.8,0,0.45
765,1,0,1.616666667,1,0
765,2,0,0.733333333,0.5,0
765,3,1,1,0,0.35
766,1,0,4.15,2,0
766,2,1,1.266666667,0.5,0
766,3,0,4.166666667,0,2.05
767,1,0,3.25,2,0
767,2,1,1.4,0.5,0
767,3,0,5.416666667,0,1.64
768,1,0,4.15,2,0
768,2,1,1.566666667,0.333333333,0
768,3,0,3.333333333,0,1.64
769,1,0,3.55,1,0
769,2,1,1.566666667,0.166666667,0
769,3,0,5.416666667,0,2.66
770,1,0,3.55,2,0
770,2,1,1.566666667,0.5,0
770,3,0,3.333333333,0,2.66
771,1,0,3.25,1,0
771,2,1,1.566666667,0.333333333,0
771,3,0,5.416666667,0,2.05
772,1,0,3.25,1,0
772,2,1,1.4,0.166666667,0
772,3,0,4.166666667,0,1.64
773,1,0,3.25,2,0
773,2,1,1.266666667,0.333333333,0
773,3,0,4.166666667,0,2.66
774,1,0,3.55,0.5,0
774,2,1,1.566666667,0.333333333,0
774,3,0,4.166666667,0,2.66
775,1,0,3.016666667,2,0
775,2,1,2.1,0.333333333,0
775,3,0,3.033333333,0,0.85
776,1,0,2.733333333,0.5,0
776,2,1,2.05,0.166666667,0
776,3,0,3.033333333,0,1.1
777,1,1,2.733333333,0.5,0
777,2,0,2.1,0.333333333,0
777,3,0,1.866666667,0,0.68
778,1,0,3.566666667,1,0
778,2,1,2.166666667,0.5,0
778,3,0,3.033333333,0,0.68
779,1,0,3.566666667,1,0
779,2,1,2.1,0.333333333,0
779,3,0,2.333333333,0,1.1
780,1,0,3.016666667,2,0
780,2,0,2.05,0.166666667,0
780,3,1,2.333333333,0,0.68
781,1,0,2.733333333,2,0
781,2,1,2.166666667,0.166666667,0
781,3,0,1.866666667,0,0.85
782,1,1,2.733333333,0.5,0
782,2,0,2.166666667,0.5,0
782,3,0,2.333333333,0,0.85
783,1,0,3.566666667,1,0
783,2,1,2.05,0.166666667,0
783,3,0,1.866666667,0,0.85
784,1,0,3.45,2,0
784,2,1,1.3,0.333333333,0
784,3,0,3.566666667,0,1.65
785,1,0,3.15,0.5,0
785,2,1,1.166666667,0.166666667,0
785,3,0,3.566666667,0,2.14
786,1,0,4.05,1,0
786,2,1,1.466666667,0.5,0
786,3,0,3.566666667,0,1.32
787,1,0,3.15,0.5,0
787,2,1,1.3,0.333333333,0
787,3,0,2.2,0,1.32
788,1,0,4.05,1,0
788,2,1,1.3,0.333333333,0
788,3,0,2.75,0,2.14
789,1,0,3.45,2,0
789,2,1,1.166666667,0.166666667,0
789,3,0,2.75,0,1.32
790,1,0,3.15,2,0
790,2,1,1.466666667,0.166666667,0
790,3,0,2.2,0,1.65
791,1,0,3.15,0.5,0
791,2,1,1.466666667,0.5,0
791,3,0,2.75,0,1.65
792,1,0,4.05,1,0
792,2,1,1.166666667,0.166666667,0
792,3,0,2.2,0,1.65
793,1,0,2.216666667,0.5,0
793,2,1,1.016666667,0.166666667,0
793,3,0,2,0,0.6
794,1,0,2.216666667,2,0
794,2,1,0.95,0.166666667,0
794,3,0,2.6,0,0.97
795,1,0,2.216666667,0.5,0
795,2,1,0.9,0.333333333,0
795,3,0,2.6,0,0.75
796,1,0,1.7,1,0
796,2,1,0.9,0.5,0
796,3,0,1.6,0,0.97
797,1,0,1.866666667,0.5,0
797,2,1,0.9,0.5,0
797,3,0,2.6,0,0.6
798,1,0,1.866666667,0.5,0
798,2,1,0.95,0.166666667,0
798,3,0,1.6,0,0.75
799,1,0,1.866666667,1,0
799,2,1,0.9,0.333333333,0
799,3,0,1.6,0,0.6
800,1,0,2.216666667,0.5,0
800,2,1,0.95,0.5,0
800,3,0,1.6,0,0.97
801,1,0,1.866666667,1,0
801,2,1,0.95,0.5,0
801,3,0,2,0,0.75
802,1,0,1.616666667,2,0
802,2,1,0.733333333,0.333333333,0
803,1,0,1.85,1,0
803,2,1,0.8,0.5,0
804,1,0,1.5,0.5,0
804,2,1,0.683333333,0.166666667,0
805,1,0,1.5,0.5,0
805,2,1,0.733333333,0.333333333,0
806,1,0,1.85,1,0
806,2,1,0.733333333,0.333333333,0
807,1,0,1.616666667,2,0
807,2,1,0.683333333,0.166666667,0
808,1,0,1.5,2,0
808,2,1,0.8,0.166666667,0
809,1,0,1.5,0.5,0
809,2,1,0.8,0.5,0
810,1,0,1.85,1,0
810,2,1,0.683333333,0.166666667,0
811,1,0,1.283333333,2,0
811,2,1,0.366666667,0.333333333,0
811,3,0,1.95,0,1.2
812,1,0,1.166666667,0.5,0
812,2,1,0.316666667,0.166666667,0
812,3,0,1.95,0,1.56
813,1,1,1.516666667,1,0
813,2,0,0.433333333,0.5,0
813,3,0,1.95,0,0.96
814,1,1,1.166666667,0.5,0
814,2,0,0.366666667,0.333333333,0
814,3,0,1.2,0,0.96
815,1,1,1.516666667,1,0
815,2,0,0.366666667,0.333333333,0
815,3,0,1.5,0,1.56
816,1,1,1.283333333,2,0
816,2,0,0.316666667,0.166666667,0
816,3,0,1.5,0,0.96
817,1,0,1.166666667,2,0
817,2,1,0.433333333,0.166666667,0
817,3,0,1.2,0,1.2
818,1,1,1.166666667,0.5,0
818,2,0,0.433333333,0.5,0
818,3,0,1.5,0,1.2
819,1,0,1.516666667,1,0
819,2,1,0.316666667,0.166666667,0
819,3,0,1.2,0,1.2
820,1,0,1.95,0.5,0
820,2,1,0.9,0.166666667,0
820,3,0,1.333333333,0,0.24
821,1,0,1.95,2,0
821,2,1,0.833333333,0.166666667,0
821,3,0,1.733333333,0,0.39
822,1,1,1.95,0.5,0
822,2,0,0.783333333,0.333333333,0
822,3,0,1.733333333,0,0.3
823,1,0,1.6,1,0
823,2,1,0.783333333,0.5,0
823,3,0,1.066666667,0,0.39
824,1,0,1.716666667,0.5,0
824,2,1,0.783333333,0.5,0
824,3,0,1.733333333,0,0.24
825,1,0,1.716666667,0.5,0
825,2,1,0.833333333,0.166666667,0
825,3,0,1.066666667,0,0.3
826,1,0,1.716666667,1,0
826,2,1,0.783333333,0.333333333,0
826,3,0,1.066666667,0,0.24
827,1,0,1.95,0.5,0
827,2,1,0.833333333,0.5,0
827,3,0,1.066666667,0,0.39
828,1,0,1.716666667,1,0
828,2,1,0.833333333,0.5,0
828,3,0,1.333333333,0,0.3
829,1,0,2.266666667,2,0
829,2,1,1.35,0.333333333,0
829,3,0,1.733333333,0,0.5
830,1,0,2.083333333,0.5,0
830,2,1,1.3,0.166666667,0
830,3,0,1.733333333,0,0.65
831,1,1,2.633333333,1,0
831,2,0,1.416666667,0.5,0
831,3,0,1.733333333,0,0.4
832,1,1,2.083333333,0.5,0
832,2,0,1.35,0.333333333,0
832,3,0,1.066666667,0,0.4
833,1,1,2.633333333,1,0
833,2,0,1.35,0.333333333,0
833,3,0,1.333333333,0,0.65
834,1,1,2.266666667,2,0
834,2,0,1.3,0.166666667,0
834,3,0,1.333333333,0,0.4
835,1,1,2.083333333,2,0
835,2,0,1.416666667,0.166666667,0
835,3,0,1.066666667,0,0.5
836,1,1,2.083333333,0.5,0
836,2,0,1.416666667,0.5,0
836,3,0,1.333333333,0,0.5
837,1,1,2.633333333,1,0
837,2,0,1.3,0.166666667,0
837,3,0,1.066666667,0,0.5
838,1,0,1.7,2,0
838,2,1,0.816666667,0.333333333,0
838,3,0,1.3,0,1
839,1,0,1.55,0.5,0
839,2,1,0.766666667,0.166666667,0
839,3,0,1.3,0,1.3
840,1,0,2,1,0
840,2,1,0.883333333,0.5,0
840,3,0,1.3,0,0.8
841,1,1,1.55,0.5,0
841,2,0,0.816666667,0.333333333,0
841,3,0,0.8,0,0.8
842,1,0,2,1,0
842,2,1,0.816666667,0.333333333,0
842,3,0,1,0,1.3
843,1,0,1.7,2,0
843,2,1,0.766666667,0.166666667,0
843,3,0,1,0,0.8
844,1,0,1.55,2,0
844,2,1,0.883333333,0.166666667,0
844,3,0,0.8,0,1
845,1,0,1.55,0.5,0
845,2,1,0.883333333,0.5,0
845,3,0,1,0,1
846,1,0,2,1,0
846,2,1,0.766666667,0.166666667,0
846,3,0,0.8,0,1
847,1,0,1.783333333,2,0
847,2,1,0.866666667,0.333333333,0
847,3,0,2.6,0,0.8
848,1,0,1.666666667,0.5,0
848,2,1,0.816666667,0.166666667,0
848,3,0,2.6,0,1.04
849,1,0,2.016666667,1,0
849,2,1,0.933333333,0.5,0
849,3,0,2.6,0,0.64
850,1,0,1.666666667,0.5,0
850,2,1,0.866666667,0.333333333,0
850,3,0,1.6,0,0.64
851,1,0,2.016666667,1,0
851,2,1,0.866666667,0.333333333,0
851,3,0,2,0,1.04
852,1,0,1.783333333,2,0
852,2,1,0.816666667,0.166666667,0
852,3,0,2,0,0.64
853,1,0,1.666666667,2,0
853,2,1,0.933333333,0.166666667,0
853,3,0,1.6,0,0.8
854,1,0,1.666666667,0.5,0
854,2,1,0.933333333,0.5,0
854,3,0,2,0,0.8
855,1,0,2.016666667,1,0
855,2,1,0.816666667,0.166666667,0
855,3,0,1.6,0,0.8
856,1,0,2.1,2,0
856,2,1,0.933333333,0.5,0
856,3,0,1.666666667,0,1.5
857,1,0,1.75,2,0
857,2,1,0.983333333,0.5,0
857,3,0,2.166666667,0,1.2
858,1,0,2.1,2,0
858,2,1,1.05,0.333333333,0
858,3,0,1.333333333,0,1.2
859,1,0,1.866666667,1,0
859,2,1,1.05,0.166666667,0
859,3,0,2.166666667,0,1.95
860,1,0,1.866666667,2,0
860,2,1,1.05,0.5,0
860,3,0,1.333333333,0,1.95
861,1,0,1.75,1,0
861,2,1,1.05,0.333333333,0
861,3,0,2.166666667,0,1.5
862,1,0,1.75,1,0
862,2,1,0.983333333,0.166666667,0
862,3,0,1.666666667,0,1.2
863,1,0,1.75,2,0
863,2,1,0.933333333,0.333333333,0
863,3,0,1.666666667,0,1.95
864,1,0,1.866666667,0.5,0
864,2,1,1.05,0.333333333,0
864,3,0,1.666666667,0,1.95
865,1,0,2.2,2,0
865,2,1,1.283333333,0.333333333,0
865,3,0,1.95,0,0.65
866,1,0,2.033333333,0.5,0
866,2,1,1.233333333,0.166666667,0
866,3,0,1.95,0,0.84
867,1,1,2.033333333,0.5,0
867,2,0,1.283333333,0.333333333,0
867,3,0,1.2,0,0.52
868,1,1,2.533333333,1,0
868,2,0,1.35,0.5,0
868,3,0,1.95,0,0.52
869,1,0,2.533333333,1,0
869,2,1,1.283333333,0.333333333,0
869,3,0,1.5,0,0.84
870,1,1,2.2,2,0
870,2,0,1.233333333,0.166666667,0
870,3,0,1.5,0,0.52
871,1,1,2.033333333,2,0
871,2,0,1.35,0.166666667,0
871,3,0,1.2,0,0.65
872,1,1,2.033333333,0.5,0
872,2,0,1.35,0.5,0
872,3,0,1.5,0,0.65
873,1,1,2.533333333,1,0
873,2,0,1.233333333,0.166666667,0
873,3,0,1.2,0,0.65
874,1,1,2.783333333,0.5,0
874,2,0,1.716666667,0.166666667,0
874,3,0,1.333333333,0,1.2
875,1,0,2.783333333,2,0
875,2,1,1.65,0.166666667,0
875,3,0,1.733333333,0,1.95
876,1,0,2.783333333,0.5,0
876,2,1,1.6,0.333333333,0
876,3,0,1.733333333,0,1.5
877,1,0,2.1,1,0
877,2,1,1.6,0.5,0
877,3,0,1.066666667,0,1.95
878,1,0,2.333333333,0.5,0
878,2,1,1.6,0.5,0
878,3,0,1.733333333,0,1.2
879,1,0,2.333333333,0.5,0
879,2,1,1.65,0.166666667,0
879,3,0,1.066666667,0,1.5
880,1,0,2.333333333,1,0
880,2,1,1.6,0.333333333,0
880,3,0,1.066666667,0,1.2
881,1,0,2.783333333,0.5,0
881,2,1,1.65,0.5,0
881,3,0,1.066666667,0,1.95
882,1,0,2.333333333,1,0
882,2,1,1.65,0.5,0
882,3,0,1.333333333,0,1.5
883,1,0,2.266666667,0.5,0
883,2,1,1.116666667,0.166666667,0
